From,To,Distance (m),Travel Time (1-10),Traffic Density
Bệnh viện Quận 7,"KC 52/13 HUYNH TAN PHAT KP3,",1918.86,10,low
"KC 52/13 HUYNH TAN PHAT KP3,",Bệnh viện Quận 7,1918.86,10,medium
"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",Circle K,1919.33,10,low
Circle K,"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",1919.33,10,high
Đại Lý Sơn Nuớc Trường Đạt,Công viên Mỹ Kim,1919.34,10,high
Công viên Mỹ Kim,Đại Lý Sơn Nuớc Trường Đạt,1919.34,10,low
"36A, Đường 81,",Boutique Charmés,1920.26,10,low
Boutique Charmés,"36A, Đường 81,",1920.26,10,medium
Nhà Mẫu Phú Mỹ Hưng,Katinat,1921.04,10,low
Katinat,Nhà Mẫu Phú Mỹ Hưng,1921.04,10,low
E50 Đường Số 9 Khu Dân Cư Him Lam,2/2 Đường Số 79,1921.47,10,high
2/2 Đường Số 79,E50 Đường Số 9 Khu Dân Cư Him Lam,1921.47,10,low
Bệnh viện Quận 7,Nguyễn Văn Linh,1921.88,10,medium
Nguyễn Văn Linh,Bệnh viện Quận 7,1921.88,10,low
"Chung cư mỹ cảnh, đường Phạm Thái Bường,",Bệnh viện Quận 7,1922.25,10,low
Bệnh viện Quận 7,"Chung cư mỹ cảnh, đường Phạm Thái Bường,",1922.25,10,medium
Nhà Thuốc An Khang,"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",1922.37,10,medium
"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",Nhà Thuốc An Khang,1922.37,10,high
"163 đường 45,",541 Huỳnh Tấn Phát,1923.31,10,medium
541 Huỳnh Tấn Phát,"163 đường 45,",1923.31,10,high
Nguyễn Thị Thập,Cửa hàng Chuồn chuồn Đỏ,1923.58,10,low
Cửa hàng Chuồn chuồn Đỏ,Nguyễn Thị Thập,1923.58,10,medium
"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",Katinat Nguyễn Thị Thập,1924.84,10,medium
Katinat Nguyễn Thị Thập,"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",1924.84,10,low
Trung Tâm Mua Sắm Vivo City,"78B đường số 43, khu phố 4",1924.87,10,low
"78B đường số 43, khu phố 4",Trung Tâm Mua Sắm Vivo City,1924.87,10,medium
"E23-7.06 cc Belleza, đường số 5A,",Mầm non Ban Mai,1925.03,10,medium
Mầm non Ban Mai,"E23-7.06 cc Belleza, đường số 5A,",1925.03,10,low
Quận 7,2/2 Đường Số 79,1925.56,10,high
2/2 Đường Số 79,Quận 7,1925.56,10,medium
Hỷ Lạc Bánh Mì Chay,Bùi Văn Ba,1927.12,10,medium
Bùi Văn Ba,Hỷ Lạc Bánh Mì Chay,1927.12,10,low
Mỹ Khang,Trường Tiểu học Lê Anh Xuân,1929.04,10,medium
Trường Tiểu học Lê Anh Xuân,Mỹ Khang,1929.04,10,low
"15-27-Block M2-Sảnh B, Jamona City, Đào Trí,",Trường Tiểu học Nguyễn Văn Hưởng,1929.24,10,low
Trường Tiểu học Nguyễn Văn Hưởng,"15-27-Block M2-Sảnh B, Jamona City, Đào Trí,",1929.24,10,low
43 Đường Số 43,Hà Huy Tập,1929.46,10,low
Hà Huy Tập,43 Đường Số 43,1929.46,10,low
"toà a1, chung cư q7 riverside complex, 04 Đào trí, phường phú thuận, quận 7, thành phố hồ chí minh,",Quận 7,1929.88,10,low
Quận 7,"toà a1, chung cư q7 riverside complex, 04 Đào trí, phường phú thuận, quận 7, thành phố hồ chí minh,",1929.88,10,medium
"6/57 Trần Văn Khánh,","Căn hộ 112, chung cư An Hoà 7, đường số 7,",1930.99,10,low
"Căn hộ 112, chung cư An Hoà 7, đường số 7,","6/57 Trần Văn Khánh,",1930.99,10,low
Tịnh xá Ngọc Quy,"20/10 đường số 2,",1931.41,10,medium
"20/10 đường số 2,",Tịnh xá Ngọc Quy,1931.41,10,high
Cà Phê Long Béo,Circle K,1932.95,10,high
Circle K,Cà Phê Long Béo,1932.95,10,high
"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,","67 Mai Văn Vĩnh,",1933.59,10,high
"67 Mai Văn Vĩnh,","487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1933.59,10,high
Chợ Cư xá Ngân hàng,"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1935.39,10,medium
"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Chợ Cư xá Ngân hàng,1935.39,10,low
Nhà Mẫu Phú Mỹ Hưng,Siêu Thị K-Market,1935.49,10,medium
Siêu Thị K-Market,Nhà Mẫu Phú Mỹ Hưng,1935.49,10,medium
Chợ Cư xá Ngân hàng,호치민 지구촌 교회,1935.86,10,low
호치민 지구촌 교회,Chợ Cư xá Ngân hàng,1935.86,10,high
Trường Tiểu học Lê Anh Xuân,"Chung cư River Panorama (tháp 2) đường Lê Thị Chợ,",1939.66,10,medium
"Chung cư River Panorama (tháp 2) đường Lê Thị Chợ,",Trường Tiểu học Lê Anh Xuân,1939.66,10,low
"1489 Nguyễn Văn Linh, Tòa IPC",Him Lam Riverside,1941.84,10,medium
Him Lam Riverside,"1489 Nguyễn Văn Linh, Tòa IPC",1941.84,10,high
Bệnh viện Quận 7,Công viên Mỹ Kim,1941.92,10,low
Công viên Mỹ Kim,Bệnh viện Quận 7,1941.92,10,medium
"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Hỷ Lạc Bánh Mì Chay,1942.0,10,high
Hỷ Lạc Bánh Mì Chay,"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1942.0,10,medium
Bệnh viện Quận 7,호치민 지구촌 교회,1943.79,10,medium
호치민 지구촌 교회,Bệnh viện Quận 7,1943.79,10,low
43 Đường Số 43,Tạp Hoá Ngọc Hân,1944.27,10,low
Tạp Hoá Ngọc Hân,43 Đường Số 43,1944.27,10,medium
Parkson,"1489 Nguyễn Văn Linh, Tòa IPC",1946.33,10,medium
"1489 Nguyễn Văn Linh, Tòa IPC",Parkson,1946.33,10,low
645/51E Đ. Trần Xuân Soạn,2/2 Đường Số 79,1946.84,10,low
2/2 Đường Số 79,645/51E Đ. Trần Xuân Soạn,1946.84,10,low
British English Club,Nhà Mẫu Phú Mỹ Hưng,1947.09,10,low
Nhà Mẫu Phú Mỹ Hưng,British English Club,1947.09,10,high
Nhà Mẫu Phú Mỹ Hưng,Hà Huy Tập,1948.6,10,high
Hà Huy Tập,Nhà Mẫu Phú Mỹ Hưng,1948.6,10,medium
Hỷ Lạc Bánh Mì Chay,Tạp Hoá Ngọc Hân,1949.56,10,low
Tạp Hoá Ngọc Hân,Hỷ Lạc Bánh Mì Chay,1949.56,10,medium
43 Đường Số 43,Đại học Cảnh sát,1949.75,10,low
Đại học Cảnh sát,43 Đường Số 43,1949.75,10,high
Bệnh viện Quận 7,Công viên Mỹ Kim,1951.11,10,medium
Công viên Mỹ Kim,Bệnh viện Quận 7,1951.11,10,low
"163 đường 45,","Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",1952.7,10,low
"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,","163 đường 45,",1952.7,10,low
Nguyễn Thị Thập,Phan Huy Thục,1953.63,10,low
Phan Huy Thục,Nguyễn Thị Thập,1953.63,10,medium
"20/10 đường số 2,","Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1954.31,10,low
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,","20/10 đường số 2,",1954.31,10,medium
2/2 Đường Số 79,Trường Quốc tế Nam Sài Gòn,1954.43,10,low
Trường Quốc tế Nam Sài Gòn,2/2 Đường Số 79,1954.43,10,low
"6/57 Trần Văn Khánh,",Bệnh viện Quận 7,1954.86,10,low
Bệnh viện Quận 7,"6/57 Trần Văn Khánh,",1954.86,10,low
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",Him Lam Riverside,1955.08,10,low
Him Lam Riverside,"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1955.08,10,high
Đại học Cảnh sát,"170A Lâm Văn Bền, KP4,",1955.12,10,medium
"170A Lâm Văn Bền, KP4,",Đại học Cảnh sát,1955.12,10,medium
Katinat,Bệnh viện Quận 7,1955.7,10,medium
Bệnh viện Quận 7,Katinat,1955.7,10,medium
Bệnh viện Quận 7,Đầu bến Tân Quy,1955.92,10,medium
Đầu bến Tân Quy,Bệnh viện Quận 7,1955.92,10,low
"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,","55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,",1956.04,10,low
"55a lê văn lương khu phố 1 phường tân phong quận 7, phường tân phong, quận 7, thành phố hồ chí minh,","block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",1956.04,10,medium
Hương Sen Spa,"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",1956.31,10,high
"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",Hương Sen Spa,1956.31,10,high
Chè Thiên Đường,"20/10 đường số 2,",1957.26,10,medium
"20/10 đường số 2,",Chè Thiên Đường,1957.26,10,low
"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",Thiên Sơn Plaza,1957.81,10,low
Thiên Sơn Plaza,"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",1957.81,10,medium
British English Club,"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",1958.01,10,high
"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",British English Club,1958.01,10,low
Cầu Kênh Tẻ,Trung Tâm Mua Sắm Vivo City,1958.47,10,low
Trung Tâm Mua Sắm Vivo City,Cầu Kênh Tẻ,1958.47,10,high
Nhà Mẫu Phú Mỹ Hưng,Nhà Thuốc An Khang,1959.55,10,low
Nhà Thuốc An Khang,Nhà Mẫu Phú Mỹ Hưng,1959.55,10,low
WinMart+,Cửa hàng Chuồn chuồn Đỏ,1959.94,10,low
Cửa hàng Chuồn chuồn Đỏ,WinMart+,1959.94,10,low
Nhà Mẫu Phú Mỹ Hưng,Quán Cơm Tâm Mộc,1960.09,10,low
Quán Cơm Tâm Mộc,Nhà Mẫu Phú Mỹ Hưng,1960.09,10,low
"20/10 đường số 2,","15 Nguyen Cao,",1960.51,10,high
"15 Nguyen Cao,","20/10 đường số 2,",1960.51,10,low
Thiên Sơn Plaza,"Căn hộ 112, chung cư An Hoà 7, đường số 7,",1962.07,10,medium
"Căn hộ 112, chung cư An Hoà 7, đường số 7,",Thiên Sơn Plaza,1962.07,10,low
Nguyễn Thị Thập,"6/57 Trần Văn Khánh,",1962.97,10,low
"6/57 Trần Văn Khánh,",Nguyễn Thị Thập,1962.97,10,medium
Trung Tâm Mua Sắm Vivo City,"170A Lâm Văn Bền, KP4,",1963.26,10,low
"170A Lâm Văn Bền, KP4,",Trung Tâm Mua Sắm Vivo City,1963.26,10,medium
Thiên Sơn Plaza,Katinat Nguyễn Thị Thập,1963.27,10,low
Katinat Nguyễn Thị Thập,Thiên Sơn Plaza,1963.27,10,low
Nhà Mẫu Phú Mỹ Hưng,"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1963.64,10,medium
"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Nhà Mẫu Phú Mỹ Hưng,1963.64,10,medium
Đại học Cảnh sát,"1041 / 17 trần xuân soạn, phường tân hưng, quận 7, thành phố hồ chí minh,",1965.12,10,low
"1041 / 17 trần xuân soạn, phường tân hưng, quận 7, thành phố hồ chí minh,",Đại học Cảnh sát,1965.12,10,high
Bệnh viện Quận 7,Katinat,1965.58,10,medium
Katinat,Bệnh viện Quận 7,1965.58,10,low
"36A, Đường 81,",Bệnh viện Quận 7,1965.65,10,medium
Bệnh viện Quận 7,"36A, Đường 81,",1965.65,10,medium
Bệnh viện Quận 7,"35/4 Hẻm 39 Đường Bùi Văn Ba,",1966.1,10,low
"35/4 Hẻm 39 Đường Bùi Văn Ba,",Bệnh viện Quận 7,1966.1,10,low
Quán Rắn Hương Phù Sa,Trường Quốc tế Nam Sài Gòn,1966.34,10,high
Trường Quốc tế Nam Sài Gòn,Quán Rắn Hương Phù Sa,1966.34,10,low
"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Circle K,1967.67,10,low
Circle K,"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1967.67,10,high
"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",불막열삼,1967.78,10,high
불막열삼,"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",1967.78,10,high
Cửa hàng Chuồn chuồn Đỏ,Đại học Cảnh sát,1971.55,10,high
Đại học Cảnh sát,Cửa hàng Chuồn chuồn Đỏ,1971.55,10,low
Nhà Mẫu Phú Mỹ Hưng,Nguyễn Văn Linh,1972.31,10,medium
Nguyễn Văn Linh,Nhà Mẫu Phú Mỹ Hưng,1972.31,10,low
Trung Tâm Mua Sắm Vivo City,"20/10 đường số 2,",1972.47,10,low
"20/10 đường số 2,",Trung Tâm Mua Sắm Vivo City,1972.47,10,medium
Hương Sen Spa,Bệnh viện Quận 7,1972.87,10,low
Bệnh viện Quận 7,Hương Sen Spa,1972.87,10,high
Boutique Charmés,Trường Tiểu học Lê Anh Xuân,1973.16,10,low
Trường Tiểu học Lê Anh Xuân,Boutique Charmés,1973.16,10,high
Nhà Mẫu Phú Mỹ Hưng,Saigon Riverside Complex,1973.33,10,high
Bệnh viện Quận 7,"35/4 Hẻm 39 Đường Bùi Văn Ba,",1973.33,10,low
"35/4 Hẻm 39 Đường Bùi Văn Ba,",Bệnh viện Quận 7,1973.33,10,medium
Saigon Riverside Complex,Nhà Mẫu Phú Mỹ Hưng,1973.33,10,low
McDonald's,Đầu bến Tân Quy,1973.38,10,low
Đầu bến Tân Quy,McDonald's,1973.38,10,high
"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,","1489 Nguyễn Văn Linh, Tòa IPC",1975.09,10,low
"1489 Nguyễn Văn Linh, Tòa IPC","block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",1975.09,10,low
Mai Văn Vĩnh,"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1975.54,10,medium
"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Mai Văn Vĩnh,1975.54,10,medium
Chợ Cư xá Ngân hàng,"15 Nguyen Cao,",1975.76,10,low
"15 Nguyen Cao,",Chợ Cư xá Ngân hàng,1975.76,10,high
Nguyễn Thị Thập,Trung Tâm Mua Sắm Vivo City,1976.35,10,high
Trung Tâm Mua Sắm Vivo City,Nguyễn Thị Thập,1976.35,10,low
"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",Parkson,1977.13,10,medium
Parkson,"487/23 huỳnh tấn phát, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1977.13,10,medium
Trường Tiểu học Nguyễn Văn Hưởng,McDonald's,1977.94,10,high
McDonald's,Trường Tiểu học Nguyễn Văn Hưởng,1977.94,10,low
Chợ Cư xá Ngân hàng,"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",1978.1,10,low
"Số nhà 15 Nguyễn Cao, Toà nhà Chung cư Hapy Valley,",Chợ Cư xá Ngân hàng,1978.1,10,medium
Mỹ Khang,Cửa hàng Chuồn chuồn Đỏ,1978.59,10,low
Cửa hàng Chuồn chuồn Đỏ,Mỹ Khang,1978.59,10,low
Đầu bến Tân Quy,Circle K,1979.94,10,low
Circle K,Đầu bến Tân Quy,1979.94,10,medium
Nhà Mẫu Phú Mỹ Hưng,"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",1981.1,10,low
"Riverpark Premier - Riverpark 2, Nguyễn Đức Cảnh C-16.05,",Nhà Mẫu Phú Mỹ Hưng,1981.1,10,low
Cầu Kênh Tẻ,Nhà Thuốc An Khang,1982.1,10,high
Nhà Thuốc An Khang,Cầu Kênh Tẻ,1982.1,10,low
43 Đường Số 43,Trung Tâm Mua Sắm Vivo City,1982.26,10,high
Trung Tâm Mua Sắm Vivo City,43 Đường Số 43,1982.26,10,low
1627/50/3a Đường Đào Trí,Nhà Thuốc Thái Thanh,1984.72,10,low
Nhà Thuốc Thái Thanh,1627/50/3a Đường Đào Trí,1984.72,10,high
Nguyễn Văn Linh,"20/10 đường số 2,",1985.59,10,medium
"20/10 đường số 2,",Nguyễn Văn Linh,1985.59,10,low
"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",2/2 Đường Số 79,1985.66,10,medium
2/2 Đường Số 79,"block e, khu chung cư himlam riverside, phường tân hưng, quận 7, phường tân hưng, quận 7, thành phố hồ chí minh,",1985.66,10,medium
Nguyễn Thị Thập,"1489 Nguyễn Văn Linh, Tòa IPC",1986.05,10,medium
"1489 Nguyễn Văn Linh, Tòa IPC",Nguyễn Thị Thập,1986.05,10,low
Sunrise Cityview - Sảnh A,Nguyễn Văn Linh,1986.61,10,medium
Nguyễn Văn Linh,Sunrise Cityview - Sảnh A,1986.61,10,medium
"26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,","170A Lâm Văn Bền, KP4,",1987.37,10,medium
"170A Lâm Văn Bền, KP4,","26 đường số 10 kdc nam long, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1987.37,10,high
Sunrise Cityview - Sảnh A,Chè Thiên Đường,1987.4,10,medium
Chè Thiên Đường,Sunrise Cityview - Sảnh A,1987.4,10,medium
Chợ Cư xá Ngân hàng,645/51E Đ. Trần Xuân Soạn,1989.13,10,high
645/51E Đ. Trần Xuân Soạn,Chợ Cư xá Ngân hàng,1989.13,10,low
Mai Văn Vĩnh,Him Lam Riverside,1989.74,10,low
Him Lam Riverside,Mai Văn Vĩnh,1989.74,10,high
E50 Đường Số 9 Khu Dân Cư Him Lam,Nhà Thuốc An Khang,1990.12,10,medium
Nhà Thuốc An Khang,E50 Đường Số 9 Khu Dân Cư Him Lam,1990.12,10,low
Trường Tiểu học Lê Anh Xuân,Khu phức hợp La Casa,1990.17,10,high
Khu phức hợp La Casa,Trường Tiểu học Lê Anh Xuân,1990.17,10,medium
Cửa hàng Chuồn chuồn Đỏ,2/2 Đường Số 79,1990.32,10,low
2/2 Đường Số 79,Cửa hàng Chuồn chuồn Đỏ,1990.32,10,low
"Chung cư mỹ cảnh, đường Phạm Thái Bường,","08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",1990.88,10,high
"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,","Chung cư mỹ cảnh, đường Phạm Thái Bường,",1990.88,10,low
"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",2/2 Đường Số 79,1993.19,10,low
2/2 Đường Số 79,"9/1 trần trọng cung, phường tân thuận Đông, quận 7, thành phố hồ chí minh,",1993.19,10,high
Bệnh viện Quận 7,Hương Sen Spa,1993.32,10,high
Hương Sen Spa,Bệnh viện Quận 7,1993.32,10,medium
"Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,","67 Mai Văn Vĩnh,",1993.83,10,medium
"67 Mai Văn Vĩnh,","Hẻm 43B/2  Võ Thị Nhờ, phường Tân Thuận Đông, Q7,",1993.83,10,high
Công viên Mỹ Kim,Katinat Nguyễn Thị Thập,1994.98,10,medium
Katinat Nguyễn Thị Thập,Công viên Mỹ Kim,1994.98,10,medium
À La Main,"170A Lâm Văn Bền, KP4,",1996.99,10,low
"170A Lâm Văn Bền, KP4,",À La Main,1996.99,10,high
Chè Thiên Đường,"08 đường 10, kdc ven sông, phường tân phong, quận 7, thành phố hồ chí minh,",1997.07,10,medium
